,"BatchID","Glucose concentration","Pyruvate concentration","Acetald concentration","Acetate concentration","Ethanol concentration","Active cell material","Acetaldehyde dehydrogenase","Specific oxygen uptake rate","Specific carbon dioxide evolution rate","Biomass"
"11#2",11,29.1078,0.0001581123,-0.02017721,-0.0008840981,0.1607416,0.09613454,0.008427919,1.649993,0.1422274,-0.005872463
"11#3",11,29.29187,0.0005022239,0.01728644,0.0004739242,-0.007425992,0.1028059,0.007538253,1.640969,1.377907,-0.02227273
"11#4",11,29.83888,0.0002834326,0.02964348,-0.0003700342,0.08695196,0.1055481,0.007007001,1.522844,0.7961999,-0.04149838
"11#5",11,29.0861,-0.0001478593,0.01436797,-0.0006993712,-0.07476269,0.1113412,0.007783093,2.142755,1.064664,0.1027417
"11#6",11,28.85382,-0.0004420147,0.04029925,0.0009879617,0.04420344,0.1186204,0.006923137,2.040442,0.8735991,-0.01162716
"11#7",11,28.97146,-2.372901E-05,-0.02267644,-0.001380253,-0.233827,0.1225156,0.007384898,2.113501,0.9322175,-0.128424
"11#8",11,29.50799,0.001805707,0.03056169,-0.002277566,0.01217695,0.133041,0.007292501,2.393529,1.401623,0.04124544
"11#9",11,29.33841,0.0007952318,0.0273711,-0.001568878,0.04808294,0.1541136,0.006824594,2.647505,1.545979,0.01089987
"11#10",11,28.44556,0.001630629,-0.007523024,0.0009699951,0.1324335,0.1757817,0.006545955,2.884037,1.58958,-0.07496613
"11#11",11,29.5142,0.001462078,0.01958919,0.000877682,0.05520916,0.1994008,0.006792063,3.367736,1.359098,0.06620961
"11#12",11,28.55725,0.002043776,-0.003054399,4.913736E-05,0.008065305,0.2220372,0.006378873,3.834838,1.575806,-0.03875793
"11#13",11,28.76056,0.001817098,-0.005720053,0.0002129783,-0.01215937,0.247682,0.006267743,4.126401,1.59772,-0.01351883
"11#14",11,29.31104,0.002865516,-0.0008808121,0.003085838,0.08654153,0.2886539,0.005491281,4.550433,2.333864,0.1601718
"11#15",11,29.31471,0.004040982,-0.008506962,-0.001099779,0.04507837,0.3237742,0.005617208,5.201382,2.792428,0.07444476
"11#16",11,29.39517,0.005691561,-0.03751935,0.002520879,-0.0006968259,0.3621942,0.005356216,6.098477,3.300515,0.07061526
"11#17",11,29.01421,0.006675928,0.005079364,0.001512356,0.04861545,0.3940283,0.005102814,6.602995,3.318691,0.04953876
"11#18",11,28.66181,0.009871623,0.02234734,-0.0004468185,-0.1412869,0.4162826,0.005788217,6.863482,3.497158,0.04400699
"11#19",11,29.38558,0.01113189,-0.03972089,0.002036527,0.1054994,0.4286934,0.004732844,7.15961,4.154653,0.08997449
"11#20",11,29.70836,0.01291684,-0.01252197,-0.0002714224,-0.05456393,0.4454316,0.004213539,7.431393,5.14248,-0.1726075
"11#21",11,29.33064,0.0146827,0.02843515,0.0001013847,-0.01268008,0.460697,0.004838313,7.602237,5.537607,-0.009877367
"11#22",11,29.46683,0.01712273,-0.008874536,-0.001391092,0.1462335,0.4719612,0.004332127,8.130587,8.372735,-0.06884702
"11#23",11,28.78222,0.01780221,-0.00773713,0.001366412,-0.2485235,0.4740265,0.004737902,7.611187,8.963397,-0.071336
"11#24",11,29.89422,0.01844243,-0.006473266,0.001061954,0.07379905,0.4905544,0.004977739,7.649198,11.14136,0.134177
"11#25",11,29.00319,0.02000255,-0.03383281,0.0004982112,-0.005059925,0.4915025,0.00469223,7.463529,11.78222,-0.0497914
"11#26",11,28.97871,0.02159609,0.005625068,0.001543387,-0.1245688,0.5000947,0.005173808,7.411908,13.22106,0.06545874
"11#27",11,29.27994,0.02188253,0.05285649,-0.001834243,-0.1917422,0.5050054,0.004217916,7.32795,13.98736,-0.0005445593
"11#28",11,28.84715,0.02248963,0.00651558,0.0007790446,-0.1421627,0.5121306,0.003837882,7.058674,14.87397,0.007535467
"11#29",11,28.95629,0.02352382,-0.00360902,0.0005971736,-0.1321334,0.517619,0.005805937,6.684879,15.9291,0.004968677
"11#30",11,29.05296,0.02320794,0.001197393,0.0003501811,0.03801214,0.5202645,0.00418473,6.376451,17.0789,0.02919437
"11#31",11,29.42765,0.02300333,0.02045827,0.002794552,0.1660523,0.525117,0.00525109,6.077463,17.10147,0.06072229
"11#32",11,28.93549,0.02413714,0.003973667,0.001575965,-0.1257591,0.5208737,0.003594314,5.717203,18.36657,0.1163109
"11#33",11,28.90167,0.02374687,0.0211644,0.002555149,0.2556011,0.5309454,0.00392205,5.619972,18.68089,0.04685689
"11#34",11,29.16294,0.02422027,0.03640834,0.00127734,0.1498345,0.5319232,0.00429626,5.75242,18.94356,0.08895404
"11#35",11,29.22338,0.02479048,-0.002753218,0.001107669,0.1148542,0.5344703,0.004485574,5.387022,19.87506,0.01271747
"11#36",11,28.95602,0.02588435,0.009399113,0.003223355,-0.09902674,0.5384007,0.004197267,5.199645,20.26847,0.1204556
"11#37",11,28.91042,0.02670885,0.06386537,0.003706161,0.05417985,0.5367793,0.003605264,5.382786,21.37691,0.01620401
"11#38",11,28.8358,0.02699852,0.03338327,0.004081402,0.2667151,0.5366697,0.004349448,5.242712,22.74825,0.1045313
"11#39",11,28.55404,0.0269809,0.04300525,0.005047583,0.0574136,0.5434663,0.004408956,5.202721,23.38245,0.2417515
"11#40",11,28.02298,0.02843688,0.05843698,0.00820152,0.4048743,0.5406123,0.003638817,5.360461,25.27497,0.1977388
"11#41",11,27.995,0.03004071,0.06648418,0.0092297,0.1085727,0.5489902,0.004618367,5.634056,26.14331,0.2547577
"11#42",11,27.22694,0.03124586,0.1106805,0.01211699,0.4407534,0.5443935,0.003353145,5.778115,26.78993,0.3386484
"11#43",11,26.4902,0.03205454,0.1526781,0.015796,0.7325,0.5437266,0.004348966,6.144972,28.90488,0.5520892
"11#44",11,25.3635,0.03498041,0.2155713,0.01984423,1.234419,0.5452772,0.0042529,6.443955,30.9266,0.6220821
"11#45",11,23.98018,0.03504852,0.2801774,0.02253273,1.694652,0.5505142,0.004185638,6.755787,32.55639,0.9629261
"11#46",11,21.8532,0.03571538,0.4044212,0.03207938,2.205967,0.5475672,0.003747837,6.989943,32.90828,1.214258
"11#47",11,19.38526,0.03673067,0.5581655,0.04094758,2.975717,0.5397812,0.004494411,7.390975,34.15134,1.507834
"11#48",11,14.66668,0.03793717,0.8068078,0.0528049,4.512611,0.5441808,0.003464251,7.940751,34.92921,2.239978
"11#49",11,13.16223,0.03792856,0.9519119,0.05694586,5.146512,0.5451089,0.004010238,8.114796,35.01922,2.417571
"11#50",11,12.18803,0.0379461,1.045367,0.06276881,5.697063,0.5437233,0.004159213,8.264236,35.47594,2.646424
"11#51",11,9.890116,0.03825187,1.1037,0.07095087,6.418546,0.5471366,0.003873114,8.484978,36.19382,3.038498
"11#52",11,7.919874,0.03759755,1.248302,0.07736273,7.023229,0.5471408,0.004102093,9.077936,35.12277,3.262314
"11#53",11,5.392213,0.03692587,1.397172,0.08598761,7.811932,0.543918,0.005235177,9.738219,36.30281,3.558804
"11#54",11,2.886985,0.03539175,1.496006,0.09253648,8.34414,0.5495296,0.004210046,10.1791,36.60129,3.943894
"11#55",11,1.855315,0.03442209,1.509102,0.09428606,8.909781,0.5507423,0.004999475,10.22507,35.90318,4.017159
"11#56",11,1.772812,0.03337828,1.521497,0.09403244,8.963538,0.5460324,0.004735964,10.32406,35.18181,4.104529
"11#57",11,0.8109999,0.03203071,1.531647,0.0993247,9.148189,0.5532641,0.003891726,10.35433,35.47855,4.230657
"11#58",11,0.5201773,0.02835384,1.518046,0.1007623,9.45982,0.5417742,0.003720373,9.814453,33.04205,4.368099
"11#59",11,0.2897957,0.02892959,1.507945,0.1007861,9.419532,0.5488281,0.004963464,9.151423,31.29173,4.391259
"11#60",11,0.1781601,0.02797669,1.511802,0.09980671,9.432651,0.5436703,0.004720833,8.728629,30.95093,4.418171
"11#61",11,0.9390499,0.02605245,1.481826,0.1013396,9.493772,0.5473369,0.003890382,7.514071,28.59504,4.398016
"11#62",11,0.3302452,0.02464312,1.519282,0.1006183,9.398581,0.5446692,0.004640027,6.903373,27.48005,4.354066
"11#63",11,0.4494562,0.02389697,1.499844,0.1009456,9.440959,0.5415086,0.00468992,5.043081,25.90107,4.436029
"11#64",11,0.3348909,0.02379812,1.542098,0.1014793,9.677035,0.5452127,0.005189073,4.621003,25.98841,4.28797
"11#65",11,-0.231651,0.02109179,1.500764,0.09903724,9.778234,0.5459738,0.004712868,4.295097,24.58603,4.444533
"11#66",11,0.2144043,0.02068855,1.504521,0.1001067,9.642262,0.5451949,0.005075201,3.891911,23.66763,4.293703
"11#67",11,-0.160359,0.01918439,1.484721,0.09931922,9.438504,0.5487247,0.004530765,3.925347,23.18184,4.421236
"11#68",11,-0.5439652,0.01847111,1.519204,0.09978274,9.690763,0.5481865,0.004715321,4.141914,22.60577,4.466229
"11#69",11,-0.1669954,0.01734904,1.478257,0.1005865,9.325891,0.5442607,0.00454028,4.002696,22.32319,4.374055
"11#70",11,-0.2313204,0.01411273,1.470987,0.09587868,9.59194,0.5420192,0.004834871,4.245059,19.99154,4.488441
"11#71",11,-0.2346225,0.0125433,1.486351,0.09647802,9.663299,0.5467582,0.004010366,4.338457,18.84954,4.330548
"11#72",11,-0.4776289,0.0115318,1.518264,0.09364061,9.665619,0.5457513,0.00433564,4.273454,18.21348,4.494241
"11#73",11,0.4708867,0.009777932,1.479341,0.09335294,9.620457,0.5456426,0.004506529,4.530314,17.99022,4.324623
"11#74",11,-0.6773103,0.009186197,1.441041,0.09109885,9.51281,0.544367,0.005080852,4.196221,18.10614,4.348661
"11#75",11,0.1692977,0.006944658,1.447317,0.09006895,9.530078,0.5464836,0.004607285,4.44337,17.46015,4.389481
"11#76",11,-0.5191804,0.006311758,1.453676,0.08989415,9.557807,0.5474427,0.005008141,4.260771,17.59623,4.460539
"11#77",11,0.6375176,0.004326551,1.488403,0.08608675,9.360921,0.5445644,0.005042933,4.234641,17.38286,4.310914
"11#78",11,0.314478,0.003625999,1.436985,0.08317181,9.718568,0.5451872,0.00562932,4.365626,17.08612,4.394866
"11#79",11,0.1291955,0.001991171,1.458059,0.08107711,9.66481,0.546745,0.004930351,4.20216,16.68323,4.364096
"11#80",11,0.08312478,0.0008492258,1.395016,0.08102779,9.614855,0.5464263,0.004471503,3.771051,16.14978,4.196755
"11#81",11,-0.03367991,0.00092622,1.439935,0.08321076,9.541184,0.5472976,0.004612886,3.722753,16.64262,4.308285
"11#82",11,0.3483628,0.0001222645,1.463866,0.08131066,9.65836,0.5458899,0.005203159,3.566229,15.91543,4.481776
"11#83",11,0.05037923,-0.0008716165,1.447548,0.07982411,9.861961,0.5466037,0.005104754,2.49632,15.4817,4.371675
"11#84",11,0.06355654,-0.0006236532,1.443093,0.08057656,9.806602,0.5428888,0.004564874,-3.788593,7.599929,4.408975
"11#85",11,0.1408467,3.655363E-05,1.411706,0.07989482,9.744618,0.5462326,0.005219793,-3.610658,7.576197,4.356009
"11#86",11,-0.7739706,-0.0002256799,1.447492,0.08195201,9.732054,0.5418776,0.005346882,-3.613887,7.869968,4.35772
"11#87",11,0.2488102,0.0005079533,1.435827,0.08212171,9.860433,0.5452161,0.005205377,-3.898286,7.940429,4.322734
"11#88",11,-0.5662089,0.0004908002,1.433663,0.08312272,9.429403,0.5453681,0.005557422,-3.766432,7.61837,4.436922
"11#89",11,-0.05791068,-4.009535E-05,1.384144,0.08014688,9.693134,0.5436771,0.004878349,-3.867837,7.087946,4.410531
"11#90",11,0.6440556,-0.0007558052,1.410952,0.07867047,9.645561,0.5426772,0.004504966,-3.914176,7.604496,4.39125
"11#91",11,-0.4287938,0.0002966429,1.410143,0.0767907,9.516449,0.5467305,0.005212291,-3.557596,7.450087,4.369291
"11#92",11,0.5302048,-0.0003785689,1.411613,0.06717004,9.701416,0.5475216,0.005129648,-4.102926,6.867339,4.344449
"11#93",11,0.2799296,-9.174278E-05,1.361142,0.0633437,9.749702,0.545239,0.004418079,-4.698075,6.109707,4.377163
"11#94",11,0.3430655,-4.251144E-05,1.35419,0.05121137,9.722161,0.5447556,0.004866834,-5.124744,5.109899,4.409137
"11#95",11,-0.02893514,0.0001920452,1.288941,0.04386077,9.709597,0.5474117,0.00566801,-5.686907,5.527606,4.44583
"11#96",11,-0.01989113,0.0007224589,1.217126,0.02876601,9.762403,0.5471164,0.006077149,-6.614711,3.691799,4.354132
"11#97",11,0.4677975,8.131891E-05,1.142597,0.01638741,9.836546,0.5478135,0.006749822,-7.262778,2.846119,4.406253
"11#98",11,-0.6489103,-0.0003795009,1.060421,0.01029351,10.09507,0.5507333,0.005590323,-7.608453,2.453832,4.49905
"11#99",11,-0.1151335,0.0002756738,0.9861586,0.01268363,10.01621,0.5445275,0.00729428,-7.774963,1.741004,4.401855
"11#100",11,0.1461067,0.0003762785,0.9809731,0.00765483,10.01479,0.5429794,0.007172701,-7.714688,0.9790275,4.381779
"11#101",11,-0.1772081,0.0005023826,0.9315919,0.005289031,10.18912,0.5465416,0.00683014,-7.653725,1.086027,4.376102
"11#102",11,0.01195947,0.0002781708,0.8788021,0.004790828,10.06882,0.5437957,0.007592071,-7.879055,0.5817721,4.394342
"11#103",11,0.3113951,0.0003675116,0.7630342,0.006162384,10.15158,0.5459533,0.007752466,-7.459073,0.03360184,4.421402
"11#104",11,0.7209897,-0.0003745577,0.7149998,0.004883235,10.43801,0.545572,0.007478402,-6.790878,0.772397,4.36267
"11#105",11,0.4155535,0.0007111118,0.7118329,0.005247864,10.33957,0.5459446,0.008207708,-6.271421,0.5844107,4.402754
"11#106",11,-0.2340966,-0.0003502364,0.6371751,0.004549652,10.54523,0.5415676,0.008350897,-5.883431,0.749184,4.364359
"11#107",11,-0.05222983,-9.510999E-05,0.5271197,0.005358921,10.70019,0.5405295,0.009881815,-4.941712,0.7282124,4.367452
"11#108",11,-0.06812631,0.0003416759,0.4629773,0.004193139,10.59149,0.5384464,0.01020776,-4.148481,0.6224785,4.446869
"11#109",11,-0.1347792,-5.225884E-05,0.4108218,0.00698256,10.49296,0.5425119,0.009928151,-3.405539,0.9447993,4.424487
"11#110",11,0.2937378,0.0005711952,0.3227697,0.003760372,10.71385,0.5420763,0.01072216,-2.595371,0.9043641,4.383107
"11#111",11,-0.7964305,0.0009087075,0.344312,0.004823558,10.58335,0.5404764,0.01262095,-2.070054,1.01968,4.402942
"11#112",11,-0.2492388,0.0003704266,0.2302574,0.006090805,10.78073,0.5409974,0.01293153,-0.137652,0.9786499,4.386644
"11#113",11,-0.4798582,0.0006391892,0.1857608,0.008709216,10.75115,0.5384483,0.01420512,0.9379854,2.220364,4.315632
"11#114",11,0.3004502,-0.0004006205,0.1186042,0.009839036,10.87163,0.5325288,0.01521262,1.39147,1.544036,4.413222
"11#115",11,0.3153778,-0.001319645,0.141561,0.008483913,10.74578,0.5385373,0.01730328,1.923093,0.8702064,4.495476
"11#116",11,0.07126684,0.0007903021,0.1395284,0.01152322,10.83757,0.5338742,0.01849833,2.053187,2.013976,4.452372
"11#117",11,0.2758558,0.0002877137,0.1085383,0.01141331,10.96754,0.5329273,0.020285,2.577068,1.091588,4.389007
"11#118",11,-0.006830908,-0.0007026593,0.09877012,0.01056046,10.94229,0.5374023,0.02164047,2.894323,2.18886,4.486229
"11#119",11,-0.4461416,0.0004864792,0.1119249,0.01005993,10.98252,0.5337461,0.02294306,3.027477,2.151902,4.478018
"11#120",11,-0.7283643,-3.213613E-05,0.1031997,0.01117968,10.74768,0.528545,0.02495444,3.358005,2.436499,4.469598
"11#121",11,0.2200299,0.0007480899,0.08771829,0.0143727,10.64484,0.5326009,0.02619588,3.43004,2.557803,4.420301
"11#122",11,-0.3318945,0.0003943374,0.08501965,0.01618382,10.75577,0.5321062,0.03121295,3.88517,2.547379,4.479311
"11#123",11,0.3540807,-0.0009725737,0.08946972,0.01791698,10.73576,0.5261738,0.03387456,4.628687,2.548845,4.581548
"11#124",11,0.009188773,1.078941E-05,0.1284295,0.0207413,10.64313,0.5278382,0.03759356,5.029756,2.152848,4.614849
"11#125",11,-0.1326981,0.0003788787,0.06940649,0.02375256,10.60217,0.5238304,0.04054572,5.259247,3.261509,4.725363
"11#126",11,0.4904935,0.0007124765,0.04458798,0.030416,9.990516,0.5296229,0.05186271,6.951106,4.2273,4.715974
"11#127",11,-0.5795428,-0.0005703678,0.05372199,0.03970453,9.605756,0.5283231,0.06073251,8.120378,4.172321,4.918328
"11#128",11,0.07439956,9.49172E-05,0.09258219,0.04692151,8.943654,0.5378273,0.06860091,9.260326,5.235845,5.096516
"11#129",11,0.3312584,-0.001128614,0.002319233,0.05519548,8.143559,0.5429293,0.07585693,10.56484,5.853373,5.48364
"11#130",11,-0.2321388,7.953327E-06,0.03244589,0.06057472,7.526966,0.5501359,0.08154323,11.22146,6.57961,5.528271
"11#131",11,0.4771022,0.000302024,0.03596239,0.06693491,6.537539,0.5682768,0.08563305,11.99097,7.617244,5.931048
"11#132",11,0.1592114,-0.0001539831,0.05686974,0.07000973,5.373889,0.5855768,0.08881107,13.09879,7.888599,6.303101
"11#133",11,0.1812434,0.0003377135,-0.005603646,0.06988557,4.250217,0.6008627,0.09069181,13.31673,7.474698,6.673464
"11#134",11,-0.03165507,0.0006677025,0.0104486,0.07072777,3.095311,0.6134127,0.09086354,13.54772,7.991141,7.271469
"11#135",11,-0.2640253,0.000103732,-0.01754007,0.06762534,2.485206,0.6243173,0.08973518,13.31669,7.705673,7.336139
"11#136",11,0.4255061,-0.000311738,0.04729851,0.07048927,2.315593,0.6212543,0.08957452,13.34752,8.207382,7.440558
"11#137",11,0.6024966,0.000379366,-0.005005893,0.06600611,2.422638,0.6237233,0.0902591,13.55725,7.919261,7.323516
"11#138",11,-0.5263258,-7.314616E-05,0.02991799,0.06428598,2.109237,0.6264426,0.09035862,13.35373,7.251665,7.514349
"11#139",11,0.06628988,-6.475792E-05,-0.006474706,0.06471447,1.890629,0.6265671,0.08965738,13.17535,7.697906,7.50874
"11#140",11,0.07585704,-0.0004730926,0.006930728,0.06426154,1.905634,0.6273531,0.08883294,13.34171,7.321319,7.566291
"11#141",11,0.4821139,-6.019117E-05,-0.0020444,0.05979,1.637154,0.6349636,0.08865455,12.80042,8.004124,7.721727
"11#142",11,0.5345747,0.000607623,-0.04817186,0.06018511,1.392595,0.6322954,0.08771209,12.38001,7.477252,7.765949
"11#143",11,0.07117745,0.000525098,0.01130705,0.05960094,1.083328,0.6387767,0.08734605,12.41585,6.772089,7.737905
"11#144",11,0.4557546,-0.001359419,-0.01558135,0.05675928,0.9561924,0.6393783,0.08645374,12.02884,6.780355,7.889807
"11#145",11,-0.2883321,0.0004926333,-0.01293663,0.05372297,0.9830025,0.6415473,0.086881,11.86273,6.609961,7.970313
"11#146",11,-0.1613539,0.0001769659,-0.006393068,0.05047504,0.7788503,0.6446119,0.08663231,11.64279,6.608641,7.905034
"11#147",11,-0.5336084,-2.959508E-05,0.004230066,0.04916669,0.8738751,0.6437997,0.08608582,11.3099,6.888363,7.888659
"11#148",11,0.2365224,0.0007338681,-0.02311515,0.04907389,0.7820836,0.6390065,0.08687404,11.31977,6.593916,7.802347
"11#149",11,0.05809868,-0.0001974566,0.0123568,0.04834295,0.7398949,0.6403019,0.08722086,11.15866,6.700713,7.951613
"11#150",11,-0.2517632,-0.001200708,0.02536177,0.04879765,0.8506852,0.6402449,0.08609514,11.015,6.960158,7.908263
"11#151",11,-0.2984459,-1.55749E-05,0.01519167,0.04295729,0.5710321,0.6425486,0.08648711,10.50746,6.408794,7.873514
"11#152",11,-0.8390034,-0.0002757777,-0.01818953,0.04118723,0.5226324,0.6438868,0.08598314,10.22136,5.575747,7.925982
"11#153",11,0.4004208,-0.0004445463,0.01811905,0.04069946,0.5870828,0.6466928,0.08568642,9.916898,4.956186,8.053589
"11#154",11,-0.01896312,-0.0006327179,-0.002336972,0.03792802,0.5530695,0.6465862,0.08542114,9.634077,5.392747,8.011799
"11#155",11,-0.0245334,0.0004380824,-0.02433924,0.0361536,0.5451229,0.6466189,0.08570448,9.392637,5.614855,8.05716
"11#156",11,-0.3252934,-0.0003117988,0.009123994,0.03353516,0.4797485,0.645155,0.08427592,8.649755,4.479667,8.013653
"11#157",11,0.1602616,-0.001295661,-0.0146821,0.02972555,0.2751008,0.6481053,0.08475684,7.925291,4.494933,8.061088
"11#158",11,0.2887286,0.0002527014,-0.001050575,0.02417644,0.2459389,0.6452541,0.08382189,6.83566,3.60006,8.095281
"11#159",11,0.7619689,2.862648E-05,-0.01326213,0.021587,0.03560623,0.6519367,0.08455757,5.762245,4.065309,8.20849
"11#160",11,0.06641439,-0.000271822,0.02487184,0.01893301,0.2635717,0.6487678,0.08436558,5.69608,3.480063,8.108997
"11#161",11,0.2512853,4.748049E-06,0.05985085,0.01616169,0.1848065,0.6505359,0.08344621,4.63189,2.495333,8.224911
"11#162",11,0.3608242,-0.0005046058,0.002589485,0.01418075,0.20009,0.6500307,0.08400232,4.45992,2.683919,8.185522
"11#163",11,0.09659611,6.414627E-05,-0.02594287,0.01134604,0.1053272,0.6511468,0.08371313,3.707915,1.428725,8.153736
"11#164",11,0.6762418,-0.0005124971,0.04136484,0.009468291,0.0353084,0.651756,0.08294937,3.399182,1.525848,8.156063
"11#165",11,0.6813676,0.0004854929,-0.002889135,0.009893063,-0.02139128,0.6542339,0.08336898,2.420079,1.349766,8.19353
"11#166",11,-0.1578529,0.0002166401,-0.004504326,0.006790245,0.1491865,0.6466159,0.08304629,2.017631,1.210911,8.208557
"11#167",11,0.6275075,-0.0004223037,0.04638973,0.006143178,-0.01166312,0.6545146,0.08291505,1.918279,0.6971437,8.057632
"11#168",11,-0.1778409,-0.0004177329,-0.0001104653,0.002970176,0.2389774,0.6522142,0.08317719,1.535696,1.119199,8.296733
"11#169",11,-0.2532249,0.0005688976,-0.03369035,0.002336625,-0.1650053,0.655366,0.08311708,0.7775635,0.5370049,8.262713
"11#170",11,0.3541548,0.0001261158,-0.03955359,4.880877E-05,-0.1339927,0.6471083,0.08176899,0.5243495,-0.08806012,8.131254
"11#171",11,0.3625778,-0.00104008,0.00281898,0.0004567319,0.3144059,0.6475735,0.08214106,0.3435165,0.4445791,8.222595
"11#172",11,-0.2938339,-0.0003369056,0.02581793,-0.000572379,-0.02005174,0.6506245,0.08226077,0.1500533,-0.2119585,8.087045
"11#173",11,-0.002132288,-0.000157347,-0.03826271,-0.0001492138,0.0888954,0.649438,0.08276475,-0.007355534,0.418323,8.085888
"11#174",11,0.5758066,-0.0001343724,0.008495933,0.00139042,0.06108375,0.6487465,0.08164101,0.1060199,-0.5767532,8.175009
"11#175",11,0.4592123,-0.0002828797,-0.01976345,0.0005172439,0.04444021,0.6511578,0.08247525,0.06789161,-0.1871233,8.155404
"11#176",11,-0.4188788,-0.0003803267,0.008395959,6.984254E-05,0.1651724,0.6540107,0.08216017,0.09597691,-0.6561764,8.234261
"11#177",11,0.7759762,0.00104047,0.02130815,6.028802E-05,0.02297528,0.6478281,0.08169122,0.2469766,-0.02594041,8.257614
"11#178",11,-0.01124944,0.000169008,-0.03193878,0.00156847,0.01234398,0.6519474,0.08191314,0.006914792,0.02543359,8.116861
"11#179",11,-0.1983291,0.0002092392,0.00113597,0.0002248495,0.187018,0.6543523,0.08200443,0.04926844,-0.1553842,8.158195
